Status,age,income,OpenCredit_Lines_and_loans,loan_type,loan_amount,term,property_value,loan_limit,approv_in_adv,LTV,dtir1
1,39,3960,1,2,0,360,158000,1,0,73.73417722,3417
0,50,7020,3,0,6016.98,360,478000,1,1,59.93723849,0.243559322
1,71,68220,2,0,4249.32,300,9661104,0,0,3486,0.011519078
1,44,2820,2,1,8404.8,360,508000,1,0,60.33464567,0.365368281
1,46,210721,1,0,0,360,558000,1,0,87.18637993,69
1,41,3360,1,0,0,360,408000,1,0,75.12254902,908
1,53,4980,3,3,5100,360,268000,1,0,39.73880597,0.74185163
1,65,3720,2,2,3624.06,360,218000,1,0,71.78899083,0.540517727
1,38,6720,3,2,8160,360,908000,1,0,21.64096916,0.292338458
1,57,8640,3,1,4127.94,360,308000,1,0,73.53896104,0.535573123
1,55,7860,2,0,4419.66,360,908000,1,0,64.59251101,0.205122289
1,37,2220,2,0,0,360,258000,1,0,80.03875969,1203
1,46,6720,2,1,4351.32,360,548000,1,0,88.77737226,0.526833841
1,34,2220,3,0,6697.32,180,178000,1,0,42.97752809,0.152581087
1,52,7920,3,3,0,360,578000,1,1,77.24913495,5463
1,45,3720,1,2,918,336,11688107,1,0,2249,2.499445061
1,59,7560,3,2,10275.48,360,6675978,1,0,2908,0.557022333
1,48,10560,1,1,1502.46,300,258000,1,0,95.54263566,0.528493894
1,69,14040,2,2,13644.54,360,838000,1,0,72.37470167,0.189564957
1,61,2160,2,1,5018.4,360,88000,1,0,98.29545455,0.360292623
1,58,15000,2,1,10914,360,1048000,1,0,57.8721374,0.225679843
1,41,8400,1,1,4416.6,120,588000,1,0,30.0170068,0.716924498
0,37,9660,1,1,2147.1,360,618000,0,0,106.2297735,1.5337132
1,45,4140,2,2,2040,360,198000,1,0,73.98989899,1.43828086
1,67,9060,2,0,0,360,308000,1,1,93.01948052,34
1,68,6900,3,0,0,156,528000,1,0,76.98863636,849
1,81,3780,3,0,0,360,228000,1,1,59.86842105,15
1,33,8100,3,0,3162,144,578000,1,0,72.05882353,0.262495969
1,47,11340,3,0,0,300,6832113,1,0,6736,67
1,45,11820,3,1,2244,180,808000,1,0,68.87376238,0.726942299
1,50,3060,2,2,4662.42,180,608000,1,0,17.51644737,0.41447944
1,75,15540,1,3,4046.34,360,878000,0,0,80.46697039,0.713205645
1,48,14640,2,1,7456.2,360,1158000,0,1,62.73747841,0.175625769
1,50,5340,3,0,8244.66,360,448000,0,1,79.57589286,0.113928748
1,75,5220,1,1,0,360,428000,1,0,76.28504673,1554
1,73,7020,3,0,1887,360,498000,1,0,63.55421687,0.742301459
1,62,2820,2,1,4508.4,360,678000,1,0,58.48082596,0.519339516
1,26,2640,1,0,1122,360,228000,1,1,94.95614035,0
1,81,5520,3,1,0,180,398000,1,0,66.95979899,546
1,77,7260,1,1,13599.66,240,208000,1,0,84.85576923,0.111519424
1,53,4620,2,1,7344,360,118000,1,0,98.72881356,0.304818775
1,40,10980,1,0,4875.6,360,828000,1,0,87.74154589,0.119012759
0,73,14940,1,3,7855.02,360,328000,1,0,66.00609756,0.785250584
1,53,244216,3,1,10200,360,558000,1,0,87.18637993,0.371762824
1,57,7800,2,3,14574.78,180,15012052,1,1,5120,0.388593422
1,63,3300,2,0,0,336,15840914,1,0,3501,81
1,41,2160,3,2,0,360,178000,1,1,71.06741573,2338
1,49,3960,1,1,7650,360,158000,1,0,73.73417722,0.287028396
1,47,3060,2,1,0,360,258000,0,0,87.79069767,3248
1,44,9060,3,2,0,360,158000,1,0,92.72151899,5705
1,35,10680,3,1,0,360,708000,1,0,94.13841808,2058
1,39,9300,3,2,2786.64,360,708000,1,1,67.30225989,1.118551043
1,50,10200,2,2,8925,360,738000,1,1,69.98644986,0.333561879
1,57,4320,1,1,8337.48,360,628000,1,0,66.32165605,0.458470948
1,63,11700,3,0,2836.62,360,478000,1,0,91.31799163,0.043134436
1,73,577458,1,2,3570,360,518000,1,0,95.84942085,0.534133105
1,34,0,1,1,5100,360,650843,1,0,1905,0.643271346
1,50,6600,2,1,1932.9,360,428000,1,1,92.64018692,1.455168776
1,62,8340,1,0,5916,360,418000,1,0,58.97129187,0.000344768
1,73,9480,2,3,11067,360,858000,1,0,80.01165501,0.448530089
1,38,10140,3,0,2244,360,418000,1,1,97.24880383,0.563380282
1,62,5100,1,1,11899.32,360,258000,1,1,91.66666667,0.169280878
1,45,268051,3,2,14025,360,388000,1,0,97.03608247,0.822049306
1,60,3000,2,2,3978,360,268000,1,0,54.6641791,0.660599846
1,64,16080,1,2,3070.2,360,958000,1,0,31.99373695,0.288608436
1,87,3240,1,1,9180,360,268000,1,0,69.58955224,0.2161982
1,79,12120,2,0,0,360,1138000,1,0,61.20386643,2
1,26,6600,3,0,0,180,858000,1,0,34.55710956,452
1,55,6900,3,2,7344,360,478000,1,0,36.92468619,0.505624219
1,35,4320,3,1,4546.14,180,268000,0,0,95.70895522,0.357559444
1,58,4740,1,2,8466,360,418000,1,0,68.54066986,0.964462113
1,41,3840,3,2,1139.34,348,508000,1,0,76.08267717,1.890876565
0,48,3180,3,0,0,360,4581518,0,1,1796,0
1,40,21000,2,2,7433.76,360,12789946,1,0,7417,0.334888188
1,40,2100,1,1,5457,360,238000,1,0,69.95798319,0.188376004
1,89,6300,3,0,2940.66,360,188000,1,0,83.24468085,0.001040222
1,67,2580,1,0,0,360,178000,1,0,87.92134831,1366
0,33,7800,2,0,11900.34,360,488000,0,1,91.49590164,0.316849503
1,41,5100,1,0,0,360,298000,1,0,76.00671141,524
1,69,6720,1,2,10965,360,3380482,1,0,7296,0.267882057
1,47,9360,3,2,9690,360,678000,1,0,62.90560472,0.620987264
1,59,10620,1,0,0,360,868000,0,0,79.08986175,547
1,64,10500,2,2,3366,360,488000,1,0,81.25,0.627688579
1,50,5040,1,2,2835.6,360,538000,1,0,81.133829,0.803308163
1,45,6780,1,1,0,360,238000,1,0,78.36134454,2536
1,58,4680,1,2,11934,360,3571664,1,0,3951,0.533373216
1,73,2580,1,2,0,120,268000,1,0,32.2761194,1340
1,38,3060,2,0,3399.66,360,498000,1,0,49.49799197,0.234853029
1,58,0,2,2,5472.3,324,238000,1,0,40.54621849,0.330972792
1,74,12060,3,2,8058,180,328000,1,1,78.20121951,0.258574864
1,85,7920,2,0,0,360,198000,1,1,94.19191919,6
1,87,7740,2,0,0,360,458000,1,0,69.10480349,33
1,64,7500,1,0,4039.2,360,618000,1,0,90.04854369,0.032315072
1,57,6840,2,0,8074.32,360,828000,1,0,43.05555556,0.075407351
1,49,2100,2,1,0,360,188000,1,0,77.92553191,5181
1,57,9900,1,1,10710,360,508000,1,0,72.14566929,0.196838396
1,31,305880,1,0,5638.56,360,198000,1,0,94.19191919,0.220835594
1,36,16620,2,1,7345.02,360,568000,1,0,80.36971831,0.217023049
1,53,3420,3,1,5103.06,300,628000,1,0,51.99044586,0.237609912
1,35,3000,2,2,9129,360,178000,1,0,93.53932584,0.54195062
1,70,8700,3,0,0,180,208000,1,0,46.39423077,914
1,42,1680,3,0,7362.36,360,98000,0,0,78.06122449,0
1,58,5340,2,1,5202,360,428000,1,0,69.27570093,0.125857675
1,37,9180,2,1,5763,360,358000,1,1,96.7877095,0.382233233
1,28,3420,1,0,4191.18,360,208000,1,0,75.24038462,0.105839416
1,69,6900,2,1,5358.06,180,298000,1,0,59.22818792,0.130947849
1,74,5100,3,1,4335,360,1058000,1,0,39.36672968,0.079040226
1,63,3120,2,1,2662.2,180,268000,1,0,62.12686567,0.666794332
1,39,2580,3,2,0,360,198000,1,0,79.04040404,2616
1,37,24900,1,2,25500,180,2308000,0,0,37.54332756,0.205271789
1,38,2940,3,0,8074.32,240,228000,1,0,51.09649123,0.245168624
1,64,3060,3,1,5356.02,360,188000,1,0,99.20212766,0.324447829
0,32,9000,3,0,5508,360,558000,0,0,85.39426523,0.109424181
1,59,6840,2,2,6120,360,508000,1,0,83.95669291,0.289618397
1,59,327921,1,0,17848.98,360,518000,1,0,88.12741313,0.004914286
1,79,7020,3,2,10200,360,578000,1,0,78.97923875,0.402559744
1,51,6840,3,0,0,360,408000,1,0,60.41666667,73
1,80,3420,1,0,1836,360,198000,1,0,84.09090909,0.218767351
1,58,6720,1,2,8670,180,858000,1,0,27.56410256,0.307493236
1,68,6180,2,1,7479.66,360,688000,1,0,86.7005814,0.474911372
1,51,13080,1,0,5742.6,360,788000,1,0,89.65736041,0.199609306
1,62,8820,2,1,4590,360,578000,1,0,70.32871972,1.109753388
1,67,4140,3,1,5567.16,360,148000,1,0,78.71621622,0.371313427
1,38,14700,3,3,5100,360,368000,1,0,86.00543478,0.617076585
1,48,19440,1,1,0,180,268000,0,0,62.12686567,3717
1,59,10680,3,0,0,360,538000,1,1,79.27509294,13
1,74,8040,1,0,1689.12,300,378000,1,0,73.14814815,0.246228123
1,69,5220,1,1,10016.4,360,508000,1,0,62.30314961,0.124019957
1,44,1740,1,0,0,360,228000,1,0,42.3245614,104
1,67,4860,3,1,4032.06,180,258000,1,0,80.03875969,0.48861912
1,78,3540,1,0,0,360,268000,1,0,50.93283582,23
1,53,2640,2,2,0,360,338000,1,0,67.01183432,1699
1,47,3240,2,1,1020,132,148000,1,0,85.47297297,1.214785215
1,59,7800,1,1,0,240,378000,1,0,59.92063492,1720
1,80,7140,1,0,5649.78,360,428000,1,0,85.63084112,0.154512635
1,76,6060,2,2,6799.32,360,528000,1,0,78.88257576,0.212089396
1,58,10200,3,0,1709.52,360,358000,0,1,96.7877095,0.542039356
1,53,3480,1,2,7650,360,718000,1,1,56.61559889,0.317157712
1,56,3360,1,0,3251.76,360,338000,1,0,69.9704142,0.096895579
1,53,10380,2,1,5293.8,180,668000,1,0,59.35628743,0.257175881
1,63,9000,3,0,7015.56,360,638000,1,0,79.38871473,0
1,24,7560,3,0,1734,360,368000,1,0,91.44021739,0.191651969
0,41,15000,1,5,4845,360,688000,0,1,75.07267442,1.459482214
1,52,8400,3,0,0,180,15833521,1,0,3524,1031
1,47,7020,1,3,7752,300,378000,1,0,59.92063492,0.458492304
1,65,25620,3,3,15571.32,360,668000,1,1,78.81736527,0.409510709
1,32,4320,2,0,1980.84,360,238000,1,1,95.16806723,0.100874936
1,66,6360,2,1,4605.3,180,588000,1,0,67.43197279,0.723206377
1,72,10680,3,1,0,360,278000,1,1,99.46043165,526
1,34,5700,2,2,20400,360,288000,1,0,85.59027778,0.17299135
1,48,15420,2,0,6764.64,240,908000,1,0,45.87004405,0.003618272
1,42,2100,1,1,8499.66,360,308000,1,1,80.03246753,0.424886009
1,55,508556,3,1,11016,360,388000,1,0,91.8814433,0.225349505
0,35,8220,3,0,3570,360,658000,1,0,48.10030395,0.24221651
1,33,11400,3,1,4947,360,1208000,0,0,76.69701987,0.286745001
1,48,5460,3,1,6834,324,658000,1,0,72.41641337,0.714370989
1,48,242132,2,0,0,360,548000,1,0,92.4270073,499
0,34,242994,3,1,5100,360,318000,1,0,90.09433962,0.616676665
1,39,4200,1,0,0,360,138000,1,1,91.66666667,116
1,66,3180,1,6,54876,300,460157,1,0,970,0.123436367
1,29,13800,2,0,836.4,360,888000,1,1,54.78603604,0.088915956
1,56,15600,3,0,3978,360,558000,1,1,94.35483871,0.175852346
1,41,22440,1,0,0,120,298000,1,0,86.0738255,448
1,81,12900,1,1,5524.32,180,758000,1,0,45.71240106,0.195311058
1,62,2820,3,1,0,360,188000,1,1,72.60638298,2507
1,49,14580,2,0,5202,180,948000,1,0,22.83755274,0.201333072
1,59,9840,1,0,6388.26,360,498000,1,0,87.65060241,0.00734355
1,59,1680,3,0,6191.4,360,398000,0,0,39.32160804,0.168176577
1,61,12660,2,1,6955.38,360,1008000,1,0,73.06547619,0.323460411
1,66,1980,2,0,4333.98,360,10842790,1,0,4602,0.064235294
1,45,22979,2,2,9792,360,238000,1,1,99.3697479,0.326632642
1,66,3180,2,0,1387.2,360,168000,1,0,93.1547619,0.332108744
1,54,1980,2,1,3570,360,408000,1,0,75.12254902,0.248500428
1,77,13740,1,1,0,180,3068000,1,0,21.72425033,1149
1,54,7020,2,4,0,360,328000,1,0,96.49390244,6415
1,54,5220,1,1,6426,180,628000,1,0,53.58280255,0.363116966
1,53,3480,1,1,3366,360,2217677,1,0,5433,0.229930324
1,51,8340,3,1,6120,360,558000,1,0,94.35483871,0.442926179
1,48,8700,2,2,7479.66,360,378000,1,0,83.73015873,0.40114535
1,56,3600,2,0,6859.5,180,178000,1,1,71.06741573,0.011448112
1,65,6540,1,1,0,360,578000,1,0,75.51903114,783
1,59,4980,1,3,17254.32,360,718000,0,0,70.54317549,0.452739847
1,65,1680,2,1,8109,360,298000,1,0,76.00671141,0.24185637
1,34,6120,1,1,6120,360,358000,1,0,93.99441341,0.339110148
1,62,6720,2,2,17444.04,360,518000,1,0,78.47490347,0.168566918
1,68,74139,3,4,0,360,318000,1,1,74.37106918,7905
0,59,3540,2,4,40800,240,238000,1,0,74.15966387,0.158296043
1,77,3780,2,1,0,240,198000,1,0,68.93939394,662
1,30,5100,1,0,6630,360,638000,1,0,74.68652038,0.007691124
1,47,2580,3,1,8592.48,360,358000,1,0,63.26815642,0.272522255
1,70,2100,2,0,0,360,258000,1,1,41.27906977,0
1,65,6300,2,0,8097.78,360,708000,1,1,64.47740113,0.049370277
1,56,2460,3,2,0,180,208000,1,0,75.24038462,4637
1,45,12360,1,2,0,360,6012049,1,0,3170,2530
1,33,5160,1,2,3570,360,428000,1,0,73.94859813,0.884318766
1,62,5040,2,0,4249.32,360,2688000,1,0,15.86681548,0.1437485
1,42,4140,1,1,12444,360,298000,1,0,96.1409396,0.346528973
1,52,8280,2,2,6625.92,360,228000,1,1,81.79824561,0.313683238
1,66,2220,1,2,3539.4,360,5235875,1,0,3072,0.80812446
1,38,2700,2,1,4182,180,138000,1,0,77.17391304,0.243111436
1,65,2580,2,2,6069,360,208000,1,0,84.85576923,0.201478743
1,35,6180,2,0,2550,360,588000,1,0,82.73809524,0.00279888
1,76,2400,3,1,7818.3,360,248000,1,1,75.2016129,0.37307592
1,72,4980,1,1,0,180,7255430,1,0,4310,2932
1,43,3600,2,4,10200,360,878000,1,0,63.38268793,0.485551445
1,74,8340,3,0,1531.02,240,358000,1,0,82.82122905,0.180426099
1,62,4740,1,0,3060,360,538000,0,0,112.732342,0.127624125
1,65,3900,3,1,2607.12,360,13986729,1,0,6386,0.784122018
1,46,10800,1,1,3858.66,360,748000,0,0,79.7459893,0.305761099
1,70,11040,3,0,0,360,748000,1,0,43.64973262,46
1,67,323223,1,3,1700.34,360,438000,1,0,47.14611872,3.732014388
1,52,4560,2,1,0,360,288000,0,0,64.75694444,3530
1,54,8640,2,2,0,240,408000,1,0,55.51470588,1232
0,64,9300,3,2,4896,360,6935827,1,0,108,0.687565091
1,52,6960,2,2,9180,360,288000,1,0,75.17361111,0.331852016
1,52,12780,2,1,2464.32,360,948000,1,0,74.52531646,0.68473314
1,48,2160,2,0,2142,360,828000,1,0,20.10869565,0.406473108
1,44,2880,1,1,9180,360,168000,1,0,81.25,0.37295856
1,66,28440,3,0,0,180,2908000,0,0,46.30330124,83
1,51,4020,2,1,2856,360,458000,1,0,77.83842795,0.260264191
1,62,3180,2,0,10200,180,12532924,1,1,503,0.04269573
1,56,6360,2,0,5100,180,998000,1,0,43.73747495,0.0079984
1,58,3180,3,3,13089.66,360,658000,0,0,42.0212766,0.523141655
1,46,2520,2,2,0,180,328000,1,0,47.71341463,3468
1,55,3060,2,2,5783.4,360,548000,1,0,52.2810219,0.69634985
1,77,5040,2,0,5610,240,398000,1,0,66.95979899,0.001999636
1,70,10500,1,2,10251,180,888000,1,0,11.99324324,0.320963088
1,72,12060,2,1,3517.98,360,548000,1,0,88.77737226,0.313623188
1,62,4620,1,0,4590,360,298000,1,0,72.65100671,0.356587425
1,62,16620,1,2,0,360,308000,1,0,80.03246753,1353
1,38,9480,2,0,2448,324,308000,1,0,73.53896104,0.276134944
0,27,9120,2,0,3264,360,6448782,1,0,7354,0.16713527
0,34,6960,1,0,5880.3,360,788000,1,0,56.66243655,0.025320846
1,69,6780,2,0,9690,360,2631910,1,1,6574,0.035259446
1,65,11280,3,2,0,360,618000,1,0,78.72168285,3500
0,34,8700,2,0,4080,360,448000,1,1,79.57589286,0.062734316
1,37,17100,3,1,5100,360,588000,1,0,69.13265306,0.222955409
1,51,401451,3,3,3143.64,360,408000,1,0,99.63235294,1.071359066
1,81,5820,1,0,6120,180,308000,1,1,67.04545455,0.018163639
1,49,5040,2,2,5949.66,360,688000,1,0,53.27034884,0.401954062
1,51,6000,3,0,6834,360,408000,1,0,92.27941176,0.038203253
1,67,11220,2,1,2609.16,360,1058000,1,0,62.0510397,0.515826495
1,32,21540,1,0,2513.28,180,2908000,1,0,10.196011,0.017849899
1,53,3180,1,1,4067.76,324,228000,1,0,81.79824561,0.591626974
1,69,8940,3,2,0,360,438000,1,0,69.97716895,1472
1,47,3960,2,1,14788.98,360,638000,1,0,68.4169279,0.43337931
1,52,4980,3,1,3484.32,360,1418000,1,0,28.66713681,0.553116769
1,67,10260,2,1,4402.32,360,11663481,1,0,2657,0.238823257
1,27,14700,2,0,1530,360,428000,1,1,90.30373832,0.141905396
1,62,2760,3,4,918,360,238000,1,0,53.1512605,6.128745838
1,63,3480,3,1,30600,360,268000,1,0,99.44029851,0.200959968
1,67,2700,2,2,8992.32,360,458000,1,0,49.45414847,0.27628445
1,31,11846,1,0,5669.16,324,708000,1,1,63.06497175,0.056305091
1,63,4260,1,1,0,360,218000,1,1,99.31192661,1765
1,92,9120,1,0,7510.26,360,858000,1,0,55.53613054,0.001086366
1,32,3120,1,0,4590,360,168000,1,0,81.25,0.095756499
1,43,8280,2,0,5100,360,808000,1,0,52.78465347,0.120775845
1,80,4920,3,2,12732.66,360,358000,1,0,71.64804469,0.187359821
0,31,13020,2,2,836.4,360,508000,1,1,60.33464567,3.320341048
1,40,17460,3,0,6201.6,360,12647801,1,0,7166,0.059858576
1,84,1620,3,0,3570,360,128000,1,0,91.015625,0.220794059
1,85,8700,3,0,0,360,268000,1,0,58.39552239,45
1,34,6240,1,0,2040,360,658000,1,0,61.7781155,0.002998501
1,41,7020,1,0,3786.24,360,1258000,1,0,51.39109698,0.637759224
1,52,3240,3,0,12240,360,338000,1,0,69.9704142,0.00691609
1,33,11580,1,0,3672,180,468000,1,0,86.85897436,0.056095529
1,41,7800,1,0,259.08,360,428000,1,0,80.95794393,3.050980392
1,35,4260,2,0,7140,240,358000,1,0,88.40782123,0.156691901
1,23,7500,3,0,915.96,360,808000,1,0,89.91336634,0
1,37,4860,2,0,6120,360,518000,1,0,72.68339768,0.084985836
1,64,5820,2,2,10710,324,468000,1,0,69.76495726,0.568422055
1,41,6300,2,1,6152.64,360,11757038,0,1,592,0.254102437
1,88,5760,1,0,12546,180,378000,1,0,73.14814815,0.000162588
1,32,4440,3,0,0,360,418000,1,1,97.24880383,353
1,65,3180,2,0,5100,360,478000,1,0,72.48953975,0
1,45,287603,2,1,7043.1,360,188000,1,0,83.24468085,0.431508833
1,66,4020,3,1,15973.2,360,468000,1,1,59.08119658,0.278781687
1,52,9720,1,1,4366.62,360,638000,1,0,87.22570533,0.756422233
1,48,6240,1,0,4080,360,15456435,1,0,2140,0.146713322
1,46,4440,1,1,8220.18,360,398000,1,0,69.47236181,0.264019851
1,47,5760,2,1,8244.66,240,368000,1,0,80.57065217,0.373577437
1,70,6120,2,0,0,360,348000,1,0,76.58045977,83
1,53,5580,1,1,0,360,608000,1,0,89.88486842,5033
1,66,6720,3,2,4544.1,336,478000,1,0,72.48953975,0.515260323
1,44,4380,2,1,7650,360,548000,1,0,52.2810219,0.190907879
1,66,11820,1,0,5100,360,878000,1,0,72.49430524,0.327334533
1,33,6000,1,0,4590,360,348000,1,0,85.20114943,0.146189736
1,53,5880,1,1,1652.4,360,288000,1,0,47.39583333,0.57063541
1,32,13800,1,0,8942.34,360,608000,1,0,60.27960526,0.105725365
1,70,4140,2,1,4674.66,360,378000,1,0,67.85714286,0.877617801
1,52,4320,3,0,4590,360,298000,1,0,99.4966443,0.007553877
1,39,6000,1,1,9945,360,15566126,1,0,1269,0.31873654
1,50,6060,2,1,6324,360,288000,1,0,96.00694444,0.257055314
0,39,8580,3,1,1713.6,180,468000,1,0,46.26068376,0.903628792
1,52,8100,3,1,4896,96,798000,1,0,25.87719298,0.506561133
1,54,156150,3,1,14790,360,328000,1,0,96.49390244,0.097717399
1,72,2280,2,0,6075.12,360,148000,1,0,98.98648649,0.211012254
1,34,1860,2,1,3366,360,218000,1,1,94.72477064,0.554983338
1,50,3720,3,1,6120,360,488000,1,0,42.31557377,0.679386769
1,52,5940,3,0,5304,360,468000,1,0,74.03846154,0.354162661
1,43,6900,2,1,4080,360,338000,1,1,96.59763314,0.322669333
1,82,7980,3,0,2081.82,360,498000,1,0,79.6184739,0.003917728
1,40,1620,3,0,4284,360,388000,1,0,42.91237113,0.008807427
1,55,16080,1,1,4080,360,918000,0,0,74.78213508,0.251687078
1,35,11940,1,2,12750,360,568000,1,1,80.36971831,0.307735381
1,27,10080,3,0,779.28,360,648000,1,0,75.07716049,0.705882353
1,51,3360,1,2,0,360,138000,1,0,77.17391304,2357
0,29,7320,2,0,5184.66,360,228000,1,0,81.79824561,0.112313139
1,63,8040,2,1,9384,360,13660858,1,0,2645,0.143680035
1,66,3660,1,0,3335.4,360,7692155,0,0,7543,0.011005809
1,38,11520,1,1,6936,360,368000,1,0,88.72282609,0.088075283
1,66,13560,1,1,0,360,648000,0,0,78.16358025,1862
1,40,12300,2,2,0,360,4385910,1,0,5449,2955
1,23,5640,1,0,947.58,360,408000,1,0,57.96568627,0.025806452
1,64,0,2,1,0,360,14645320,1,0,7336,584
1,32,6660,2,0,2244,360,368000,1,0,94.1576087,0
1,44,8340,3,1,0,180,1008000,1,0,30.40674603,3179
1,32,3240,1,0,3721.98,360,308000,1,0,125.487013,0.005205479
0,27,16380,1,0,0,96,298000,1,0,52.51677852,727
1,38,4020,3,3,8160,360,338000,1,0,84.76331361,0.529433821
1,49,27226,1,1,0,360,268000,1,0,99.44029851,3161
1,51,8400,3,1,5100,360,388000,1,0,81.57216495,0.235152969
1,48,6480,2,2,2467.38,360,638000,1,0,101.3322884,0.666115702
1,56,5880,2,0,3825,360,1158000,1,0,39.42141623,0.175953079
1,79,6720,3,1,4671.6,360,438000,1,0,99.65753425,0.153459943
1,48,4140,2,0,7660.2,180,168000,1,0,63.39285714,0.081480495
1,37,3720,3,0,2550,180,378000,1,0,28.17460317,0.289884046
1,42,433981,3,1,6630,360,1458000,1,0,31.99588477,0.37640363
1,60,5040,3,2,6120,240,238000,1,0,74.15966387,0.619563406
1,87,9780,1,2,6862.56,360,338000,1,0,72.92899408,0.33823748
1,49,12300,1,0,3570,360,12764260,1,0,816,0.076549557
1,69,351947,3,1,0,360,538000,0,1,88.56877323,247
1,56,137774,3,1,0,360,628000,1,0,94.98407643,1521
1,45,4680,3,0,5100,360,528000,1,0,80.77651515,0.143371326
1,51,5040,1,1,6151.62,180,308000,1,0,86.52597403,0.728614058
1,45,3960,1,2,5406,180,448000,1,0,55.02232143,0.397283531
1,47,5940,2,0,0,360,758000,0,1,76.05540897,863
1,66,7500,2,0,8499.66,180,468000,1,0,69.76495726,0.060475162
1,66,14820,2,1,16320,360,688005,1,0,3004,0.148303231
1,63,4860,2,0,4206.48,360,558000,1,0,72.84946237,0.330181818
1,70,11160,3,0,5270.34,180,208000,1,0,89.66346154,0.064434985
1,55,5760,2,2,11049.66,360,908000,1,0,53.57929515,0.585379361
1,36,187604,3,1,8792.4,360,408000,1,0,99.63235294,0.243127247
1,56,9240,1,1,8782.2,360,498000,1,0,95.68273092,0.396585762
1,47,8580,1,0,0,360,738000,1,0,69.98644986,202
1,46,5160,2,1,0,360,308000,1,0,93.01948052,3233
1,65,3840,2,2,10710,240,358000,1,0,38.12849162,0.287496429
1,54,5820,1,1,9180,360,608000,1,0,65.21381579,0.134540607
1,47,3540,2,0,3253.8,336,478000,1,1,68.30543933,0.320275776
1,62,2760,2,2,0,360,208000,1,0,80.04807692,2674
1,50,7740,3,2,0,360,1048000,1,1,62.64312977,7889
1,84,3480,2,0,0,300,358000,0,0,71.64804469,199
1,70,3300,3,1,0,360,908000,1,1,17.23568282,921
1,34,9360,3,1,2880.48,360,3073960,1,0,6806,0.525309735
0,38,2820,1,0,4039.2,360,288000,1,0,89.0625,0.277455188
0,46,10140,2,1,5376.42,240,508000,1,0,89.86220472,0.532435508
1,55,12660,1,1,4143.24,360,528000,1,0,71.30681818,0.532119124
0,51,3120,3,1,4674.66,360,478000,1,0,45.29288703,0.241928447
1,42,3840,2,0,2550,324,238000,0,0,78.36134454,0.133946421
1,51,6420,2,2,5202,360,288000,1,0,71.70138889,0.710252892
1,60,10500,2,1,2379.66,180,248000,1,0,75.2016129,0.623821765
1,60,423281,2,0,0,360,208000,1,0,75.24038462,122
1,61,9000,2,1,5406,360,768000,1,0,78.97135417,0.264667044
1,47,6360,1,1,3848.46,360,568000,1,0,87.41197183,0.492050874
1,43,4740,2,0,5100,360,208000,1,0,94.47115385,0
1,28,4140,3,0,2856,360,230023,1,0,5753,0.227775794
1,46,7500,3,1,0,240,508000,1,0,74.11417323,2687
1,76,4680,1,0,2040,360,398000,1,0,79.52261307,0.020989505
1,46,4320,1,4,0,360,278000,0,0,81.47482014,6569
1,39,6120,1,2,5049,360,608000,1,0,88.24013158,0.36921834
1,45,3480,1,1,0,360,308000,1,1,70.29220779,1686
1,34,5220,1,2,9094.32,240,338000,1,0,78.84615385,0.431871706
0,29,11460,3,0,3182.4,360,998000,1,1,48.74749499,0.15315604
1,67,4440,1,7,0,360,438000,1,1,58.56164384,11300
1,53,0,2,0,10029.66,240,198000,1,0,53.78787879,0.005592841
0,56,5760,3,1,4386,360,298000,1,0,79.36241611,0.339688445
1,72,174682,2,0,0,360,288000,1,1,96.00694444,149
1,52,4980,3,2,0,360,208000,1,0,80.04807692,4535
1,55,5700,3,1,5610,180,3115281,1,0,4299,0.32212325
1,65,7980,2,0,3852.54,360,668000,1,0,96.78143713,0.159872949
0,45,2100,1,1,5987.4,360,218000,1,0,71.78899083,0.634815193
1,42,4500,1,1,6800.34,240,218000,1,0,53.44036697,0.300389922
1,58,12900,1,0,0,180,898000,0,0,63.08463252,16
1,63,446931,3,1,8015.16,360,318000,0,0,83.80503145,0.331976078
